id,username,externalId,errorCategories,action
64778300833235,dakota.darrow6121@example.com,f22e6eca-db61-471c-a730-e863d8ab638e,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
309351658475615,emerson.quimby8194@example.com,28575903-f137-4d45-a0c8-63bb37d285b3,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
467508818008622,alex.quimby1178@example.com,a0c5968d-8f26-4008-a3a3-d42fb8aa9ac1,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7844432501010023,harper.gallagher6162@example.com,6deff411-c691-4e88-a17f-fe6e87d49f73,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
2788755287457557,logan.brennan0976@example.com,d61b1423-dd82-4291-a712-1aab12efcb46,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
2747283241790055,jordan.gallagher0255@example.com,7b0672ee-ed4a-4f20-aa03-979ac81a80a9,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
8037596679087613,jamie.prescott7780@example.com,1965c4b0-8e26-47f8-a714-cfb020d878fd,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7386155940864327,finley.kirkland6152@example.com,38c4c594-f791-44a6-a838-cca2f0d41663,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
1150410707635052,morgan.merritt3414@example.com,6b0c851f-832e-485f-a943-448c98b03917,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
8589146255157699,tatum.lockwood5164@example.com,02ada976-5db4-4c4b-ac91-4669e8a41b60,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7301240166663694,sage.underwood0065@example.com,ca971dc7-b6f4-425a-a555-ee414e479c86,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7080852057583925,hayden.whitfield0734@example.com,933f6488-0ba0-4ad1-a57b-f9198c0a229f,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
3618683206455627,marlowe.marchetti1947@example.com,912a35ab-c6ca-4daa-a439-c34ba18e771f,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
5206917605226057,lane.gallagher3572@example.com,a22f39c3-3bb0-45eb-adfc-19b49530abc7,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7009132744572309,logan.fenwick4706@example.com,76c53907-fb97-4a57-a54d-461a21647d34,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
5306550567010258,teagan.brennan2595@example.com,3669275c-0366-4299-a304-37076763262b,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
5738370816842625,lane.gallagher4803@example.com,d7c83573-f683-4b44-adbd-c4725fe95e9d,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7270750191622920,oakley.merritt4841@example.com,11fbe1a1-5bc3-41c7-a76f-eb29d9b5e1f1,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
5691226013842267,gray.ingram5561@example.com,fcd5d533-4803-40bf-aa39-798d345bc5e2,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
6054374718934773,lane.kingsley5486@example.com,ae2fa15a-4daa-4bd9-a40a-dcddc94424a6,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7628033191254779,reese.sinclair6334@example.com,91380f1b-e58c-43ea-abf4-82d278005e4a,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
4685496513184476,teagan.whitfield2827@example.com,5fff5de8-3167-4e28-a70e-8f77b5de211e,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
4437728259974428,lane.fenwick0425@example.com,243928c7-e93d-4c88-ad82-46374378c517,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
2868712891082673,tanner.abbott8757@example.com,0f34cf2b-3774-45ff-abf7-e2cd91c7690f,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
1179205494740760,riley.delaney9418@example.com,4d4def0b-9a4f-490b-ad44-65357fc34343,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
9657150893091117,cameron.brennan8812@example.com,876fbb12-f9c6-43fd-a2a6-93a3366bdbb6,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
5732916157156454,finley.vance1825@example.com,f10d2788-f061-425e-a293-efc0214f1ed5,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
7541808864832361,jamie.vance9203@example.com,d4ccd5a7-8d7f-42d1-a10d-cdef7ffd2a6b,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
1723582866872272,adrian.fenwick1780@example.com,3d04dc44-70ee-4bbc-a652-c8f71a8c15fa,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
2344741944275671,parker.sinclair7044@example.com,fd17019e-d6a8-4dee-a5a3-df9b19d95f1c,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
3337797634018597,riley.bancroft7148@example.com,9c241e28-8231-4f02-a3e9-3b579bc26437,EXTERNAL_ID_MATCH_NAME_MISMATCH,File Databricks Support ticket to correct username. DUPLICATE RISK: creates a 2nd user on next login if unresolved.
