id,username,externalId,errorCategories,note
71035983180130,adrian.sinclair7081@example.com,97a337f7-ee91-4984-a41b-eb07e005deff,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
79788842320931,lane.ashford7077@example.com,e269a99b-e983-4ced-a7b1-99483903b93e,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
41742250003998,casey.carlisle0848@example.com,2b824377-7482-43a3-a6b0-4788b401a91d,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
11093237671097,gray.langley4406@example.com,6f68daee-ac0b-4fe9-a974-54cdf997e94b,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
92000660643067,nico.norwood9166@example.com,0055e95b-3039-438e-a10a-0ac8c45199af,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
39910354175925,jordan.fenwick7360@example.com,7c523b45-df24-48bd-a737-e4590d5a86aa,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
90505310981678,tatum.carlisle1700@example.com,9d9d9e0f-cbbd-4454-a6a6-f0e18d27673f,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
40264205760389,phoenix.hollister3723@example.com,f45307bb-1d17-4a22-a6f0-061e2209ee87,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
97030318356468,skyler.brennan8103@example.com,acc265c6-8894-49a6-a36a-e7cf346d86c8,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
76157492799373,finley.vance2221@example.com,71cc65f8-8a16-4429-a8be-50f16746111e,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
954477938270599,quinn.pemberton7125@example.com,7001a89f-8475-400b-ab4c-d42b091d07b5,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
520288664427456,hayden.darrow6918@example.com,ff8b7f40-5dc4-42fa-af8e-a7b4ebc5b9d1,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
201303357283201,logan.brennan8600@example.com,8ed82dc4-c472-4052-ab65-5746e9fd5b26,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
774772623726690,kai.hawthorne8224@example.com,8bf1a632-23eb-42f5-a261-ab9163346a5a,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
219308393386620,morgan.radcliffe2330@example.com,1f7790ae-396c-4998-aef7-d0d00b167186,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
390594452725271,hayden.ashford8057@example.com,7c327815-11cf-44d2-a275-478a2fd1bed3,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
160455081864586,jordan.whitfield8296@example.com,5415aa48-589d-4d89-a1c5-198b1eddd6fb,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
517618847225045,jamie.brennan0479@example.com,8ee284ce-a61e-44e1-ab54-2b326c0a5728,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
508488475931840,phoenix.brennan8100@example.com,7eecbc77-6097-43e1-acb9-f9430d0c3b81,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
921573501946125,parker.prescott3690@example.com,ec256640-cb99-497b-acd9-7fa30e32c30f,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
787776108113586,micah.ashford6135@example.com,1066250c-74a3-42dd-a742-e96fb91f052f,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
583383754353028,harper.hawthorne9768@example.com,0c7c619c-ab2b-4d98-ab91-2d414b1252fb,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
612359117630892,harper.abbott8603@example.com,3da12d5c-9d59-48bd-a790-c8708fdf69ab,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
974551196376701,skyler.hollister6726@example.com,ca9e7f7d-2683-4a90-ac39-b61d812ef3ec,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
186367203556709,wren.bancroft7841@example.com,335cbb18-7282-4818-a628-730d173f67d6,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
908477786405433,emerson.lockwood4209@example.com,674a69e1-85eb-4082-a302-f00256f4e8bb,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
110665552617922,morgan.delaney5207@example.com,8dee6164-3903-4738-ac49-476dc77ffd1e,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
387477645005550,blake.marchetti0163@example.com,e2c141bb-f971-4de5-a177-3d0e136212bf,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
189274973847400,quinn.granger1005@example.com,6fd5ca92-3f33-4302-a9bf-98c753447283,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
676602381383242,adrian.pemberton0040@example.com,4a8b2b80-7c37-4e25-aec8-648c99939c04,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
447659184010222,micah.ingram3864@example.com,04267229-30ce-459a-a6ab-72a804f6e02c,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
772152350272236,nico.norwood0924@example.com,3672cb21-fd97-45ec-a09c-13273b9d25a8,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
750303928322239,emerson.underwood8763@example.com,15a2abc6-c401-4cd4-aaa3-ff8866311dce,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
798847499490778,dakota.whitfield0809@example.com,7569d704-8343-4929-a3ec-a6bef6eb5c6d,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
989250135467650,vaughn.lockwood2131@example.com,c4540883-a100-496d-acb6-359f15c73d2b,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
384581437121796,tatum.yates4370@example.com,5dcfc3f6-cb06-4731-a00a-87280113ecb2,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
389882897725921,jordan.quimby6256@example.com,3151820a-cf9c-43b0-abdd-248bd4cad788,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
693823778815686,vaughn.gallagher5367@example.com,b8824cfb-12ab-4939-afb8-5f5028a31407,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
169168102849335,hayden.ashford9501@example.com,6ac2bbd7-83b4-401b-a2ce-f974b92a5a98,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
938232444186714,casey.carlisle3691@example.com,33eb66b5-2587-4a66-a501-5a8fa3e6ec47,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
708640104332025,gray.fairbanks5627@example.com,0bb966c5-72d9-410d-a530-28a6e173acab,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
484503026658930,tanner.lockwood0304@example.com,65ed2fd9-b6ec-482a-a7f6-ce06f4b527a9,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
757931015248389,blake.norwood7366@example.com,d2564726-c8ab-42fe-ab46-e82e37d13734,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
969156407404415,bailey.ellsworth6931@example.com,d15abea2-00c8-48b8-af0a-ec33897f948d,EXTERNAL_ID_NOT_IN_IDP,"externalId not found in Entra (likely deleted user). Verify in Entra, then deactivate the stale Databricks user. Low risk: cannot log in / no duplicate."
